state_component, stat, schedule, label_scheme, N, result
all, roc.v2_ca05, 1, b, 9516, 0.0000000
all, roc.v2_ca10, 1, b, 9516, 0.0000000
all, roc.v2_ca20, 1, b, 9516, 0.0000000
goal.food, acc, 2, a, 586, 0.8242321
goal.food, l2, 2, a, 586, 0.3054447
goal.food, l2.binary, 2, a, 586, 0.3291057
goal.food, avgp, 2, a, 586, 0.8108321
goal.food, neglogp, 2, a, 586, 1.2429980
goal.food, mrr, 2, a, 586, 0.8620592
goal.food, update.acc, 2, a, 586, 0.5638767
goal.food, update.prec, 2, a, 586, 0.9142857
goal.food, roc.v1_eer, 2, a, 586, 0.1808874
goal.food, roc.v1_ca05, 2, a, 586, 0.6740614
goal.food, roc.v1_ca10, 2, a, 586, 0.7508532
goal.food, roc.v1_ca20, 2, a, 586, 0.8242321
goal.food, roc.v2_ca05, 2, a, 586, 0.0020704
goal.food, roc.v2_ca10, 2, a, 586, 0.0020704
goal.food, roc.v2_ca20, 2, a, 586, 0.0020704
goal.pricerange, acc, 2, a, 485, 0.9443299
goal.pricerange, l2, 2, a, 485, 0.1063085
goal.pricerange, l2.binary, 2, a, 485, 0.1081679
goal.pricerange, avgp, 2, a, 485, 0.9266235
goal.pricerange, neglogp, 2, a, 485, 0.3903953
goal.pricerange, mrr, 2, a, 485, 0.9680412
goal.pricerange, update.acc, 2, a, 485, 0.7578947
goal.pricerange, update.prec, 2, a, 485, 0.9473684
goal.pricerange, roc.v1_eer, 2, a, 485, 0.0886598
goal.pricerange, roc.v1_ca05, 2, a, 485, 0.9340206
goal.pricerange, roc.v1_ca10, 2, a, 485, 0.9443299
goal.pricerange, roc.v1_ca20, 2, a, 485, 0.9443299
goal.pricerange, roc.v2_ca05, 2, a, 485, 0.0021834
goal.pricerange, roc.v2_ca10, 2, a, 485, 0.0021834
goal.pricerange, roc.v2_ca20, 2, a, 485, 0.0021834
goal.name, acc, 2, a, 18, 1.0000000
goal.name, l2, 2, a, 18, 0.0008156
goal.name, l2.binary, 2, a, 18, 0.0008156
goal.name, avgp, 2, a, 18, 0.9841188
goal.name, neglogp, 2, a, 18, 0.0160906
goal.name, mrr, 2, a, 18, 1.0000000
goal.name, update.acc, 2, a, 18, -
goal.name, update.prec, 2, a, 18, -
goal.name, roc.v1_eer, 2, a, 18, 0.0000000
goal.name, roc.v1_ca05, 2, a, 18, 1.0000000
goal.name, roc.v1_ca10, 2, a, 18, 1.0000000
goal.name, roc.v1_ca20, 2, a, 18, 1.0000000
goal.name, roc.v2_ca05, 2, a, 18, -
goal.name, roc.v2_ca10, 2, a, 18, -
goal.name, roc.v2_ca20, 2, a, 18, -
goal.area, acc, 2, a, 645, 0.9085271
goal.area, l2, 2, a, 645, 0.1484469
goal.area, l2.binary, 2, a, 645, 0.1738390
goal.area, avgp, 2, a, 645, 0.8567557
goal.area, neglogp, 2, a, 645, 0.3714237
goal.area, mrr, 2, a, 645, 0.9419121
goal.area, update.acc, 2, a, 645, 0.6285714
goal.area, update.prec, 2, a, 645, 0.8712871
goal.area, roc.v1_eer, 2, a, 645, 0.1193798
goal.area, roc.v1_ca05, 2, a, 645, 0.8279070
goal.area, roc.v1_ca10, 2, a, 645, 0.9085271
goal.area, roc.v1_ca20, 2, a, 645, 0.9085271
goal.area, roc.v2_ca05, 2, a, 645, 0.7627986
goal.area, roc.v2_ca10, 2, a, 645, 0.7627986
goal.area, roc.v2_ca20, 2, a, 645, 0.7627986
goal.all, acc, 2, a, 1734, 0.8910035
goal.all, l2, 2, a, 1734, 0.1881852
goal.all, l2.binary, 2, a, 1734, 0.2061466
goal.all, avgp, 2, a, 1734, 0.8621001
goal.all, neglogp, 2, a, 1734, 0.6675873
goal.all, mrr, 2, a, 1734, 0.9228374
goal.all, update.acc, 2, a, 1734, 0.8881499
goal.all, update.prec, 2, a, 1734, 0.8962782
goal.all, roc.v1_eer, 2, a, 1734, 0.1291811
goal.all, roc.v1_ca05, 2, a, 1734, 0.7670127
goal.all, roc.v1_ca10, 2, a, 1734, 0.8806228
goal.all, roc.v1_ca20, 2, a, 1734, 0.8910035
goal.all, roc.v2_ca05, 2, a, 1734, 0.0006472
goal.all, roc.v2_ca10, 2, a, 1734, 0.0006472
goal.all, roc.v2_ca20, 2, a, 1734, 0.6245955
goal.joint, acc, 2, a, 721, 0.7434119
goal.joint, l2, 2, a, 721, 0.4201508
goal.joint, l2.binary, 2, a, 721, 0.4971427
goal.joint, avgp, 2, a, 721, 0.6914845
goal.joint, neglogp, 2, a, 721, 1.6870696
goal.joint, mrr, 2, a, 721, 0.8082755
goal.joint, update.acc, 2, a, 721, 0.5601966
goal.joint, update.prec, 2, a, 721, 0.8231047
goal.joint, roc.v1_eer, 2, a, 721, 0.2330097
goal.joint, roc.v1_ca05, 2, a, 721, 0.4715673
goal.joint, roc.v1_ca10, 2, a, 721, 0.5783634
goal.joint, roc.v1_ca20, 2, a, 721, 0.7142857
goal.joint, roc.v2_ca05, 2, a, 721, 0.0000000
goal.joint, roc.v2_ca10, 2, a, 721, 0.3824627
goal.joint, roc.v2_ca20, 2, a, 721, 0.6417910
goal.joint_independent, acc, 2, a, 721, 0.7434119
goal.joint_independent, l2, 2, a, 721, 0.4201508
goal.joint_independent, l2.binary, 2, a, 721, 0.4971427
goal.joint_independent, avgp, 2, a, 721, 0.6914845
goal.joint_independent, neglogp, 2, a, 721, 1.6870696
goal.joint_independent, mrr, 2, a, 721, 0.8082755
goal.joint_independent, update.acc, 2, a, 721, 0.5601966
goal.joint_independent, update.prec, 2, a, 721, 0.8231047
goal.joint_independent, roc.v1_eer, 2, a, 721, 0.2330097
goal.joint_independent, roc.v1_ca05, 2, a, 721, 0.4715673
goal.joint_independent, roc.v1_ca10, 2, a, 721, 0.5783634
goal.joint_independent, roc.v1_ca20, 2, a, 721, 0.7142857
goal.joint_independent, roc.v2_ca05, 2, a, 721, 0.0000000
goal.joint_independent, roc.v2_ca10, 2, a, 721, 0.3824627
goal.joint_independent, roc.v2_ca20, 2, a, 721, 0.6417910
requested.addr, acc, 2, a, 151, 0.9470199
requested.addr, l2, 2, a, 151, 0.0982827
requested.addr, l2.binary, 2, a, 151, 0.0982827
requested.addr, avgp, 2, a, 151, 0.9243903
requested.addr, neglogp, 2, a, 151, 0.4106969
requested.addr, mrr, 2, a, 151, 0.9735099
requested.addr, update.acc, 2, a, 151, 0.9263158
requested.addr, update.prec, 2, a, 151, 0.9670330
requested.addr, roc.v1_eer, 2, a, 151, 0.0993377
requested.addr, roc.v1_ca05, 2, a, 151, 0.9403974
requested.addr, roc.v1_ca10, 2, a, 151, 0.9470199
requested.addr, roc.v1_ca20, 2, a, 151, 0.9470199
requested.addr, roc.v2_ca05, 2, a, 151, 0.0069930
requested.addr, roc.v2_ca10, 2, a, 151, 0.0069930
requested.addr, roc.v2_ca20, 2, a, 151, 0.0069930
requested.area, acc, 2, a, 25, 0.8800000
requested.area, l2, 2, a, 25, 0.1508394
requested.area, l2.binary, 2, a, 25, 0.1508394
requested.area, avgp, 2, a, 25, 0.8716701
requested.area, neglogp, 2, a, 25, 0.2713772
requested.area, mrr, 2, a, 25, 0.9400000
requested.area, update.acc, 2, a, 25, 0.7692308
requested.area, update.prec, 2, a, 25, 0.9090909
requested.area, roc.v1_eer, 2, a, 25, 0.0800000
requested.area, roc.v1_ca05, 2, a, 25, 0.8800000
requested.area, roc.v1_ca10, 2, a, 25, 0.8800000
requested.area, roc.v1_ca20, 2, a, 25, 0.8800000
requested.area, roc.v2_ca05, 2, a, 25, 0.5000000
requested.area, roc.v2_ca10, 2, a, 25, 0.5000000
requested.area, roc.v2_ca20, 2, a, 25, 0.5000000
requested.food, acc, 2, a, 13, 0.6153846
requested.food, l2, 2, a, 13, 0.4087358
requested.food, l2.binary, 2, a, 13, 0.4087358
requested.food, avgp, 2, a, 13, 0.6967065
requested.food, neglogp, 2, a, 13, 0.6421129
requested.food, mrr, 2, a, 13, 0.8076923
requested.food, update.acc, 2, a, 13, 0.6153846
requested.food, update.prec, 2, a, 13, 0.6153846
requested.food, roc.v1_eer, 2, a, 13, 0.1538462
requested.food, roc.v1_ca05, 2, a, 13, 0.0769231
requested.food, roc.v1_ca10, 2, a, 13, 0.6153846
requested.food, roc.v1_ca20, 2, a, 13, 0.6153846
requested.food, roc.v2_ca05, 2, a, 13, 0.1250000
requested.food, roc.v2_ca10, 2, a, 13, 0.1250000
requested.food, roc.v2_ca20, 2, a, 13, 1.0000000
requested.phone, acc, 2, a, 93, 0.8602151
requested.phone, l2, 2, a, 93, 0.1733984
requested.phone, l2.binary, 2, a, 93, 0.1733984
requested.phone, avgp, 2, a, 93, 0.8175796
requested.phone, neglogp, 2, a, 93, 0.2617371
requested.phone, mrr, 2, a, 93, 0.9301075
requested.phone, update.acc, 2, a, 93, 0.8488372
requested.phone, update.prec, 2, a, 93, 0.8795181
requested.phone, roc.v1_eer, 2, a, 93, 0.1290323
requested.phone, roc.v1_ca05, 2, a, 93, 0.7956989
requested.phone, roc.v1_ca10, 2, a, 93, 0.8387097
requested.phone, roc.v1_ca20, 2, a, 93, 0.8602151
requested.phone, roc.v2_ca05, 2, a, 93, 0.7000000
requested.phone, roc.v2_ca10, 2, a, 93, 0.7375000
requested.phone, roc.v2_ca20, 2, a, 93, 0.8125000
requested.pricerange, acc, 2, a, 18, 0.8888889
requested.pricerange, l2, 2, a, 18, 0.2485129
requested.pricerange, l2.binary, 2, a, 18, 0.2485129
requested.pricerange, avgp, 2, a, 18, 0.7752901
requested.pricerange, neglogp, 2, a, 18, 0.4705793
requested.pricerange, mrr, 2, a, 18, 0.9444444
requested.pricerange, update.acc, 2, a, 18, 0.8000000
requested.pricerange, update.prec, 2, a, 18, 0.8000000
requested.pricerange, roc.v1_eer, 2, a, 18, 0.2222222
requested.pricerange, roc.v1_ca05, 2, a, 18, 0.0555556
requested.pricerange, roc.v1_ca10, 2, a, 18, 0.1111111
requested.pricerange, roc.v1_ca20, 2, a, 18, 0.8888889
requested.pricerange, roc.v2_ca05, 2, a, 18, 0.0625000
requested.pricerange, roc.v2_ca10, 2, a, 18, 0.0625000
requested.pricerange, roc.v2_ca20, 2, a, 18, 0.0625000
requested.postcode, acc, 2, a, 82, 0.9878049
requested.postcode, l2, 2, a, 82, 0.0314042
requested.postcode, l2.binary, 2, a, 82, 0.0314042
requested.postcode, avgp, 2, a, 82, 0.9490769
requested.postcode, neglogp, 2, a, 82, 0.1529734
requested.postcode, mrr, 2, a, 82, 0.9939024
requested.postcode, update.acc, 2, a, 82, 0.9696970
requested.postcode, update.prec, 2, a, 82, 0.9696970
requested.postcode, roc.v1_eer, 2, a, 82, 0.0243902
requested.postcode, roc.v1_ca05, 2, a, 82, 0.9878049
requested.postcode, roc.v1_ca10, 2, a, 82, 0.9878049
requested.postcode, roc.v1_ca20, 2, a, 82, 0.9878049
requested.postcode, roc.v2_ca05, 2, a, 82, 0.0123457
requested.postcode, roc.v2_ca10, 2, a, 82, 0.0123457
requested.postcode, roc.v2_ca20, 2, a, 82, 0.0123457
requested.signature, acc, 2, a, 12, 1.0000000
requested.signature, l2, 2, a, 12, 0.0004718
requested.signature, l2.binary, 2, a, 12, 0.0004718
requested.signature, avgp, 2, a, 12, 0.9848587
requested.signature, neglogp, 2, a, 12, 0.0152605
requested.signature, mrr, 2, a, 12, 1.0000000
requested.signature, update.acc, 2, a, 12, 1.0000000
requested.signature, update.prec, 2, a, 12, 1.0000000
requested.signature, roc.v1_eer, 2, a, 12, 0.0000000
requested.signature, roc.v1_ca05, 2, a, 12, 1.0000000
requested.signature, roc.v1_ca10, 2, a, 12, 1.0000000
requested.signature, roc.v1_ca20, 2, a, 12, 1.0000000
requested.signature, roc.v2_ca05, 2, a, 12, -
requested.signature, roc.v2_ca10, 2, a, 12, -
requested.signature, roc.v2_ca20, 2, a, 12, -
requested.name, acc, 2, a, 0, -
requested.name, l2, 2, a, 0, -
requested.name, l2.binary, 2, a, 0, -
requested.name, avgp, 2, a, 0, -
requested.name, neglogp, 2, a, 0, -
requested.name, mrr, 2, a, 0, -
requested.name, update.acc, 2, a, 0, -
requested.name, update.prec, 2, a, 0, -
requested.name, roc.v1_eer, 2, a, 0, -
requested.name, roc.v1_ca05, 2, a, 0, -
requested.name, roc.v1_ca10, 2, a, 0, -
requested.name, roc.v1_ca20, 2, a, 0, -
requested.name, roc.v2_ca05, 2, a, 0, -
requested.name, roc.v2_ca10, 2, a, 0, -
requested.name, roc.v2_ca20, 2, a, 0, -
requested.all, acc, 2, a, 394, 0.9187817
requested.all, l2, 2, a, 394, 0.1195567
requested.all, l2.binary, 2, a, 394, 0.1195567
requested.all, avgp, 2, a, 394, 0.8884888
requested.all, neglogp, 2, a, 394, 0.3113859
requested.all, mrr, 2, a, 394, 0.9593909
requested.all, update.acc, 2, a, 394, 0.9216590
requested.all, update.prec, 2, a, 394, 0.8968610
requested.all, roc.v1_eer, 2, a, 394, 0.0862944
requested.all, roc.v1_ca05, 2, a, 394, 0.9010152
requested.all, roc.v1_ca10, 2, a, 394, 0.9187817
requested.all, roc.v1_ca20, 2, a, 394, 0.9187817
requested.all, roc.v2_ca05, 2, a, 394, 0.0027624
requested.all, roc.v2_ca10, 2, a, 394, 0.0027624
requested.all, roc.v2_ca20, 2, a, 394, 0.0027624
method, acc, 2, a, 721, 0.5617198
method, l2, 2, a, 721, 0.5959491
method, l2.binary, 2, a, 721, 0.6593382
method, avgp, 2, a, 721, 0.5523804
method, neglogp, 2, a, 721, 1.1007776
method, mrr, 2, a, 721, 0.7580906
method, update.acc, 2, a, 721, 0.5676275
method, update.prec, 2, a, 721, 0.5818182
method, roc.v1_eer, 2, a, 721, 0.3772538
method, roc.v1_ca05, 2, a, 721, 0.2662968
method, roc.v1_ca10, 2, a, 721, 0.3314840
method, roc.v1_ca20, 2, a, 721, 0.3772538
method, roc.v2_ca05, 2, a, 721, 0.3827160
method, roc.v2_ca10, 2, a, 721, 0.4320988
method, roc.v2_ca20, 2, a, 721, 0.5703704
all, acc, 2, a, 2849, 0.8115128
all, l2, 2, a, 2849, 0.2818876
all, l2.binary, 2, a, 2849, 0.3088615
all, avgp, 2, a, 2849, 0.7873684
all, neglogp, 2, a, 2849, 0.7279548
all, mrr, 2, a, 2849, 0.8861998
all, update.acc, 2, a, 2849, 0.8079446
all, update.prec, 2, a, 2849, 0.8085339
all, roc.v1_eer, 2, a, 2849, 0.1818182
all, roc.v1_ca05, 2, a, 2849, 0.6433836
all, roc.v1_ca10, 2, a, 2849, 0.7293787
all, roc.v1_ca20, 2, a, 2849, 0.8115128
all, roc.v2_ca05, 2, a, 2849, 0.0004325
all, roc.v2_ca10, 2, a, 2849, 0.5376298
all, roc.v2_ca20, 2, a, 2849, 0.7422145
goal.food, acc, 2, b, 586, 0.7559727
goal.food, l2, 2, b, 586, 0.4412668
goal.food, l2.binary, 2, b, 586, 0.4655154
goal.food, avgp, 2, b, 586, 0.7429210
goal.food, neglogp, 2, b, 586, 1.8629373
goal.food, mrr, 2, b, 586, 0.8216724
goal.food, update.acc, 2, b, 586, 0.4758364
goal.food, update.prec, 2, b, 586, 0.9142857
goal.food, roc.v1_eer, 2, b, 586, 0.2474403
goal.food, roc.v1_ca05, 2, b, 586, 0.0017065
goal.food, roc.v1_ca10, 2, b, 586, 0.3225256
goal.food, roc.v1_ca20, 2, b, 586, 0.7406143
goal.food, roc.v2_ca05, 2, b, 586, 0.0022573
goal.food, roc.v2_ca10, 2, b, 586, 0.0022573
goal.food, roc.v2_ca20, 2, b, 586, 0.0022573
goal.pricerange, acc, 2, b, 485, 0.8948454
goal.pricerange, l2, 2, b, 485, 0.1962844
goal.pricerange, l2.binary, 2, b, 485, 0.2001867
goal.pricerange, avgp, 2, b, 485, 0.8816355
goal.pricerange, neglogp, 2, b, 485, 0.8212090
goal.pricerange, mrr, 2, b, 485, 0.9323024
goal.pricerange, update.acc, 2, b, 485, 0.5983607
goal.pricerange, update.prec, 2, b, 485, 0.9605263
goal.pricerange, roc.v1_eer, 2, b, 485, 0.1484536
goal.pricerange, roc.v1_ca05, 2, b, 485, 0.0020619
goal.pricerange, roc.v1_ca10, 2, b, 485, 0.8886598
goal.pricerange, roc.v1_ca20, 2, b, 485, 0.8948454
goal.pricerange, roc.v2_ca05, 2, b, 485, 0.0023041
goal.pricerange, roc.v2_ca10, 2, b, 485, 0.0023041
goal.pricerange, roc.v2_ca20, 2, b, 485, 0.0023041
goal.name, acc, 2, b, 18, 1.0000000
goal.name, l2, 2, b, 18, 0.0008156
goal.name, l2.binary, 2, b, 18, 0.0008156
goal.name, avgp, 2, b, 18, 0.9841188
goal.name, neglogp, 2, b, 18, 0.0160906
goal.name, mrr, 2, b, 18, 1.0000000
goal.name, update.acc, 2, b, 18, -
goal.name, update.prec, 2, b, 18, -
goal.name, roc.v1_eer, 2, b, 18, 0.0000000
goal.name, roc.v1_ca05, 2, b, 18, 1.0000000
goal.name, roc.v1_ca10, 2, b, 18, 1.0000000
goal.name, roc.v1_ca20, 2, b, 18, 1.0000000
goal.name, roc.v2_ca05, 2, b, 18, -
goal.name, roc.v2_ca10, 2, b, 18, -
goal.name, roc.v2_ca20, 2, b, 18, -
goal.area, acc, 2, b, 645, 0.8604651
goal.area, l2, 2, b, 645, 0.2384090
goal.area, l2.binary, 2, b, 645, 0.2668030
goal.area, avgp, 2, b, 645, 0.8117747
goal.area, neglogp, 2, b, 645, 0.6742642
goal.area, mrr, 2, b, 645, 0.9106977
goal.area, update.acc, 2, b, 645, 0.5086705
goal.area, update.prec, 2, b, 645, 0.8712871
goal.area, roc.v1_eer, 2, b, 645, 0.1829457
goal.area, roc.v1_ca05, 2, b, 645, 0.6496124
goal.area, roc.v1_ca10, 2, b, 645, 0.8186047
goal.area, roc.v1_ca20, 2, b, 645, 0.8604651
goal.area, roc.v2_ca05, 2, b, 645, 0.0018018
goal.area, roc.v2_ca10, 2, b, 645, 0.4468468
goal.area, roc.v2_ca20, 2, b, 645, 0.6108108
goal.all, acc, 2, b, 1734, 0.8362168
goal.all, l2, 2, b, 1734, 0.2927155
goal.all, l2.binary, 2, b, 1734, 0.3125635
goal.all, avgp, 2, b, 1734, 0.8098349
goal.all, neglogp, 2, b, 1734, 1.1102409
goal.all, mrr, 2, b, 1734, 0.8875817
goal.all, update.acc, 2, b, 1734, 0.8307229
goal.all, update.prec, 2, b, 1734, 0.8413667
goal.all, roc.v1_eer, 2, b, 1734, 0.2087659
goal.all, roc.v1_ca05, 2, b, 1734, 0.0005767
goal.all, roc.v1_ca10, 2, b, 1734, 0.7168397
goal.all, roc.v1_ca20, 2, b, 1734, 0.8362168
goal.all, roc.v2_ca05, 2, b, 1734, 0.0006897
goal.all, roc.v2_ca10, 2, b, 1734, 0.0006897
goal.all, roc.v2_ca20, 2, b, 1734, 0.0006897
goal.joint, acc, 2, b, 721, 0.5145631
goal.joint, l2, 2, b, 721, 0.8590994
goal.joint, l2.binary, 2, b, 721, 0.9668454
goal.joint, avgp, 2, b, 721, 0.4720102
goal.joint, neglogp, 2, b, 721, 4.0844298
goal.joint, mrr, 2, b, 721, 0.5713515
goal.joint, update.acc, 2, b, 721, 0.2379913
goal.joint, update.prec, 2, b, 721, 0.3935018
goal.joint, roc.v1_eer, 2, b, 721, 0.4355062
goal.joint, roc.v1_ca05, 2, b, 721, 0.0000000
goal.joint, roc.v1_ca10, 2, b, 721, 0.0984743
goal.joint, roc.v1_ca20, 2, b, 721, 0.2760055
goal.joint, roc.v2_ca05, 2, b, 721, 0.0000000
goal.joint, roc.v2_ca10, 2, b, 721, 0.0000000
goal.joint, roc.v2_ca20, 2, b, 721, 0.1913747
goal.joint_independent, acc, 2, b, 721, 0.5145631
goal.joint_independent, l2, 2, b, 721, 0.8590994
goal.joint_independent, l2.binary, 2, b, 721, 0.9668454
goal.joint_independent, avgp, 2, b, 721, 0.4720102
goal.joint_independent, neglogp, 2, b, 721, 4.0844298
goal.joint_independent, mrr, 2, b, 721, 0.5713515
goal.joint_independent, update.acc, 2, b, 721, 0.2379913
goal.joint_independent, update.prec, 2, b, 721, 0.3935018
goal.joint_independent, roc.v1_eer, 2, b, 721, 0.4355062
goal.joint_independent, roc.v1_ca05, 2, b, 721, 0.0000000
goal.joint_independent, roc.v1_ca10, 2, b, 721, 0.0984743
goal.joint_independent, roc.v1_ca20, 2, b, 721, 0.2760055
goal.joint_independent, roc.v2_ca05, 2, b, 721, 0.0000000
goal.joint_independent, roc.v2_ca10, 2, b, 721, 0.0000000
goal.joint_independent, roc.v2_ca20, 2, b, 721, 0.1913747
method, acc, 2, b, 721, 0.8543689
method, l2, 2, b, 721, 0.3000388
method, l2.binary, 2, b, 721, 0.3406189
method, avgp, 2, b, 721, 0.7003356
method, neglogp, 2, b, 721, 0.5897826
method, mrr, 2, b, 721, 0.9175682
method, update.acc, 2, b, 721, 0.8347826
method, update.prec, 2, b, 721, 0.8727273
method, roc.v1_eer, 2, b, 721, 0.2565881
method, roc.v1_ca05, 2, b, 721, 0.4826630
method, roc.v1_ca10, 2, b, 721, 0.6976422
method, roc.v1_ca20, 2, b, 721, 0.8543689
method, roc.v2_ca05, 2, b, 721, 0.3717532
method, roc.v2_ca10, 2, b, 721, 0.4285714
method, roc.v2_ca20, 2, b, 721, 0.4983766
all, acc, 2, b, 2849, 0.8522289
all, l2, 2, b, 2849, 0.2706220
all, l2.binary, 2, b, 2849, 0.2929718
all, avgp, 2, b, 2849, 0.7930012
all, neglogp, 2, b, 2849, 0.8680509
all, mrr, 2, b, 2849, 0.9051012
all, update.acc, 2, b, 2849, 0.8501818
all, update.prec, 2, b, 2849, 0.8526623
all, roc.v1_eer, 2, b, 2849, 0.2053352
all, roc.v1_ca05, 2, b, 2849, 0.5559846
all, roc.v1_ca10, 2, b, 2849, 0.7465777
all, roc.v1_ca20, 2, b, 2849, 0.8522289
all, roc.v2_ca05, 2, b, 2849, 0.0004119
all, roc.v2_ca10, 2, b, 2849, 0.0004119
all, roc.v2_ca20, 2, b, 2849, 0.0004119
basic,total_wall_time,,,,0.444370031357
basic,sessions,,,,100
basic,turns,,,,732
basic,wall_time_per_turn,,,,0.000607062884367
basic,dataset,,,,dstc2_data
